studentNo,fName,lName,gender,Program,address,inResidence,highschool,transcript,academicStanding,birthday
960,Ali,Rachel,F,Electrical Engineering,"5730 Cotton Autumn Parade, Sellwood, Ontario, N7I-1B1, CA",0,"Sinclair Secondary School, Whitby, Ontario","Ali, Rachel, 5730 Cotton Autumn Parade, Sellwood, Ontario, N7I-1B1, CA, 960, 1988-08-24, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1988-08-24
961,Kaylie,Alexander,F,Electrical Engineering,"4551 Clear Berry Highlands, Swansea, Ontario, L1U-2K6, CA",1,"Sinclair Secondary School, Whitby, Ontario","Kaylie, Alexander, 4551 Clear Berry Highlands, Swansea, Ontario, L1U-2K6, CA, 961, 2003-04-04, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2003-04-04
962,Davis,Victoria,M,Mechatronics Engineering,"7567 Silent Fox Way, Hazeldean, Ontario, M2U-7U8, CA",1,"Sinclair Secondary School, Whitby, Ontario","Davis, Victoria, 7567 Silent Fox Way, Hazeldean, Ontario, M2U-7U8, CA, 962, 1985-08-26, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1985-08-26
963,Harley,Justin,F,Mechatronics Engineering,"7733 Noble Oak Gardens, Morrisburg, Ontario, L2T-7Z9, CA",1,"Sinclair Secondary School, Whitby, Ontario","Harley, Justin, 7733 Noble Oak Gardens, Morrisburg, Ontario, L2T-7Z9, CA, 963, 1988-09-23, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1988-09-23
964,Gerald,Grace,M,Software Engineering,"9051 Shady Impasse, New Toronto, Ontario, P2T-0L2, CA",0,"Port Credit Secondary School, Mississauga, Ontario","Gerald, Grace, 9051 Shady Impasse, New Toronto, Ontario, P2T-0L2, CA, 964, 1999-05-24, Software Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear,1999-05-24
965,Jaden,James,F,Software Engineering,"521 Silver Freeway, Markdale, Ontario, M3P-1Y2, CA",1,"Port Credit Secondary School, Mississauga, Ontario","Jaden, James, 521 Silver Freeway, Markdale, Ontario, M3P-1Y2, CA, 965, 2003-06-23, Software Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear ,2003-06-23
966,Rodrigo,Megan,F,Software Engineering,"2454 Burning Dale, Harty, Ontario, P6M-7V8, CA",0,"Aurora High School, Aurora, Ontario","Rodrigo, Megan, 2454 Burning Dale, Harty, Ontario, P6M-7V8, CA, 966, 1999-05-16, Software Engineering, Aurora High School, Aurora, Ontario, ",Clear,1999-05-16
967,Madalyn,Anthony,M,Software Engineering,"9136 Broad Bear Landing, Stittsville, Ontario, N6M-4W5, CA",1,"Aurora High School, Aurora, Ontario","Madalyn, Anthony, 9136 Broad Bear Landing, Stittsville, Ontario, N6M-4W5, CA, 967, 2000-01-22, Software Engineering, Aurora High School, Aurora, Ontario, ",Clear ,2000-01-22
968,Demetrius,Emma,F,Electrical Engineering,"7816 Pleasant Arbor, Allan Water, Ontario, P5D-5H3, CA",0,"Bishop Ryan Catholic Secondary School, Hamilton, Ontario","Demetrius, Emma, 7816 Pleasant Arbor, Allan Water, Ontario, P5D-5H3, CA, 968, 1997-10-07, Electrical Engineering, Bishop Ryan Catholic Secondary School, Hamilton, Ontario, ",Clear,1997-10-07
969,Hailee,David,M,Electrical Engineering,"2147 Quaking River Heath, Hallebourg, Ontario, K4F-4O5, CA",0,"Sir Winston Churchill Secondary School, Hamilton, Ontario","Hailee, David, 2147 Quaking River Heath, Hallebourg, Ontario, K4F-4O5, CA, 969, 1992-03-22, Electrical Engineering, Sir Winston Churchill Secondary School, Hamilton, Ontario, ",Clear ,1992-03-22
970,Billy,Olivia,F,Electrical Engineering,"220 Wishing Pike, Matheson, Ontario, K6X-5L6, CA",0,"Sir Winston Churchill Secondary School, St Catharines, Ontario","Billy, Olivia, 220 Wishing Pike, Matheson, Ontario, K6X-5L6, CA, 970, 1998-07-08, Electrical Engineering, Sir Winston Churchill Secondary School, St Catharines, Ontario, ",Clear,1998-07-08
971,Kasey,Zachary,F,Mechatronics Engineering,"4605 Fallen Lake Bay, Bethany, Ontario, P8F-6J4, CA",1,"Sir Wilfrid Laurier Secondary School, London, Ontario","Kasey, Zachary, 4605 Fallen Lake Bay, Bethany, Ontario, P8F-6J4, CA, 971, 1991-05-13, Mechatronics Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear ,1991-05-13
972,Rene,Brianna,M,Mechatronics Engineering,"5657 Cinder Sky By-pass, Kenabeek, Ontario, L6I-0H5, CA",0,"Sir Wilfrid Laurier Secondary School, London, Ontario","Rene, Brianna, 5657 Cinder Sky By-pass, Kenabeek, Ontario, L6I-0H5, CA, 972, 1987-12-21, Mechatronics Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear,1987-12-21
973,Ashlynn,John,F,Software Engineering,"5108 Old Mountain, Ayr, Ontario, K5M-3E8, CA",1,"Sir Wilfrid Laurier Secondary School, London, Ontario","Ashlynn, John, 5108 Old Mountain, Ayr, Ontario, K5M-3E8, CA, 973, 1987-11-02, Software Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear ,1987-11-02
974,Reece,Abigail,M,Software Engineering,"2386 Emerald Rise, Fort Albany, Ontario, L6H-6F8, CA",0,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Reece, Abigail, 2386 Emerald Rise, Fort Albany, Ontario, L6H-6F8, CA, 974, 1992-02-01, Software Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear,1992-02-01
975,Brandi,Ryan,F,Software Engineering,"24 Velvet Valley, Utterson, Ontario, N0M-1F3, CA",0,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Brandi, Ryan, 24 Velvet Valley, Utterson, Ontario, N0M-1F3, CA, 975, 1994-10-05, Software Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear ,1994-10-05
976,Kelvin,Kayla,F,Software Engineering,"9914 Golden Cider Plaza, Southampton, Ontario, K7Y-8J6, CA",1,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Kelvin, Kayla, 9914 Golden Cider Plaza, Southampton, Ontario, K7Y-8J6, CA, 976, 1997-02-08, Software Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear,1997-02-08
977,Lesly,Brandon,M,Electrical Engineering,"5313 Jagged Walk, Lachford, Ontario, N2G-3Q8, CA",0,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Lesly, Brandon, 5313 Jagged Walk, Lachford, Ontario, N2G-3Q8, CA, 977, 1996-04-11, Electrical Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear ,1996-04-11
978,Leo,Alyssa,F,Electrical Engineering,"4023 Middle Gate Swale, Stoney Creek, Ontario, K9E-5O2, CA",1,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Leo, Alyssa, 4023 Middle Gate Swale, Stoney Creek, Ontario, K9E-5O2, CA, 978, 1994-08-20, Electrical Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear,1994-08-20
979,Elisabeth,William,M,Electrical Engineering,"1706 Sunny Crescent, Newark, Ontario, K1B-8H0, CA",0,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Elisabeth, William, 1706 Sunny Crescent, Newark, Ontario, K1B-8H0, CA, 979, 1987-09-01, Electrical Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear ,1987-09-01
980,Justice,Lauren,F,Mechatronics Engineering,"6060 Stony Prairie Link, Nezah, Ontario, M6X-5D5, CA",1,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Justice, Lauren, 6060 Stony Prairie Link, Nezah, Ontario, M6X-5D5, CA, 980, 2002-08-27, Mechatronics Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear,2002-08-27
981,Allie,Tyler,F,Mechatronics Engineering,"547 Easy Log Limits, Mountain View, Ontario, L8J-2W7, CA",1,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Allie, Tyler, 547 Easy Log Limits, Mountain View, Ontario, L8J-2W7, CA, 981, 1986-02-21, Mechatronics Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear ,1986-02-21
982,Guillermo,Taylor,M,Software Engineering,"9201 Umber Vista, Poncet, Ontario, N1F-7X1, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Guillermo, Taylor, 9201 Umber Vista, Poncet, Ontario, N1F-7X1, CA, 982, 1992-10-01, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear,1992-10-01
983,Viviana,Daniel,F,Software Engineering,"9039 Foggy Moor, Coppell, Ontario, N3F-5O3, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Viviana, Daniel, 9039 Foggy Moor, Coppell, Ontario, N3F-5O3, CA, 983, 1998-03-03, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear ,1998-03-03
984,Chris,Elizabeth,M,Software Engineering,"8063 Grand Knoll, Root Portage, Ontario, P4I-1O4, CA",1,"St Francis Xavier Secondary School, Mississauga, Ontario","Chris, Elizabeth, 8063 Grand Knoll, Root Portage, Ontario, P4I-1O4, CA, 984, 2003-02-18, Software Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear,2003-02-18
985,Cara,Joseph,F,Software Engineering,"3710 Quiet Apple End, Burks Falls, Ontario, N1X-2F5, CA",0,"St Francis Xavier Secondary School, Mississauga, Ontario","Cara, Joseph, 3710 Quiet Apple End, Burks Falls, Ontario, N1X-2F5, CA, 985, 2001-09-13, Software Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear ,2001-09-13
986,Kevon,Jessica,F,Electrical Engineering,"820 Sleepy Rabbit Grove, Lake Saint Peter, Ontario, P9Z-0D7, CA",1,"St Francis Xavier Secondary School, Mississauga, Ontario","Kevon, Jessica, 820 Sleepy Rabbit Grove, Lake Saint Peter, Ontario, P9Z-0D7, CA, 986, 1985-01-23, Electrical Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear,1985-01-23
987,Marisol,Andrew,M,Electrical Engineering,"7162 Cozy Timber Falls, Owen Sound, Ontario, K4Y-5B6, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Marisol, Andrew, 7162 Cozy Timber Falls, Owen Sound, Ontario, K4Y-5B6, CA, 987, 1985-02-20, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1985-02-20
988,Steve,Samantha,F,Electrical Engineering,"2158 High Willow Trace, Nepean, Ontario, K7B-9E0, CA",0,"Western Secondary School, Amherstburg, Ontario","Steve, Samantha, 2158 High Willow Trace, Nepean, Ontario, K7B-9E0, CA, 988, 1986-10-24, Electrical Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear,1986-10-24
989,India,Nicholas,M,Mechatronics Engineering,"3112 Amber Pond Port, Key Harbour, Ontario, K8T-4F8, CA",1,"Western Secondary School, Amherstburg, Ontario","India, Nicholas, 3112 Amber Pond Port, Key Harbour, Ontario, K8T-4F8, CA, 989, 1997-07-03, Mechatronics Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear ,1997-07-03
990,Frederick,Alexis,F,Mechatronics Engineering,"578 Little Towers, Levack, Ontario, K3P-8O6, CA",1,Out of Canada,"Frederick, Alexis, 578 Little Towers, Levack, Ontario, K3P-8O6, CA, 990, 2002-10-30, Mechatronics Engineering, Out of Canada, ",Clear,2002-10-30
991,Litzy,Christopher,F,Software Engineering,"5468 Indian Creek Autoroute, Shelburne, Ontario, P9H-8H1, CA",0,Out of Canada,"Litzy, Christopher, 5468 Indian Creek Autoroute, Shelburne, Ontario, P9H-8H1, CA, 991, 1987-11-05, Software Engineering, Out of Canada, ",Clear ,1987-11-05
992,Clay,Sarah,M,Software Engineering,"6041 Colonial Quay, Crystal Beach, Ontario, K4P-4O3, CA",1,Out of Canada,"Clay, Sarah, 6041 Colonial Quay, Crystal Beach, Ontario, K4P-4O3, CA, 992, 1986-03-19, Software Engineering, Out of Canada, ",Clear,1986-03-19
993,Tatyana,Joshua,F,Software Engineering,"884 Crystal Townline, Geraldton, Ontario, P6W-6T9, CA",0,Out of Canada,"Tatyana, Joshua, 884 Crystal Townline, Geraldton, Ontario, P6W-6T9, CA, 993, 2002-09-20, Software Engineering, Out of Canada, ",Clear ,2002-09-20
994,Weston,Ashley,M,Software Engineering,"1603 Green Avenue, Newboro, Ontario, L4N-0V3, CA",1,Out of Canada,"Weston, Ashley, 1603 Green Avenue, Newboro, Ontario, L4N-0V3, CA, 994, 1990-06-28, Software Engineering, Out of Canada, ",Clear,1990-06-28
995,Melody,Matthew,F,Electrical Engineering,"8207 Hazy Ramp, Fort William, Ontario, P3X-2H4, CA",0,"Abbey Park High School, Oakville, Ontario","Melody, Matthew, 8207 Hazy Ramp, Fort William, Ontario, P3X-2H4, CA, 995, 1991-04-15, Electrical Engineering, Abbey Park High School, Oakville, Ontario, ",Clear ,1991-04-15
996,Dorian,Madison,F,Electrical Engineering,"8448 Lazy Robin Jetty, Actinolite, Ontario, N1Z-7V3, CA",0,"Abbey Park High School, Oakville, Ontario","Dorian, Madison, 8448 Lazy Robin Jetty, Actinolite, Ontario, N1Z-7V3, CA, 996, 1994-04-13, Electrical Engineering, Abbey Park High School, Oakville, Ontario, ",Clear,1994-04-13
997,Jessie,Michael,M,Electrical Engineering,"8611 Dusty Wharf, Sydenham, Ontario, P8D-5R1, CA",0,"Abbey Park High School, Oakville, Ontario","Jessie, Michael, 8611 Dusty Wharf, Sydenham, Ontario, P8D-5R1, CA, 997, 1993-02-20, Electrical Engineering, Abbey Park High School, Oakville, Ontario, ",Clear ,1993-02-20
998,Hugo,Hannah,F,Mechatronics Engineering,"3449 Thunder Point, Barrie, Ontario, L4O-3P9, CA",1,"Mississauga Secondary School, Mississauga, Ontario","Hugo, Hannah, 3449 Thunder Point, Barrie, Ontario, L4O-3P9, CA, 998, 1989-07-17, Mechatronics Engineering, Mississauga Secondary School, Mississauga, Ontario, ",Clear,1989-07-17
999,Brandy,Jacob,M,Mechatronics Engineering,"8794 Dewy Cloud Circle, Casummit Lake, Ontario, N4N-8V0, CA",0,"Mississauga Secondary School, Mississauga, Ontario","Brandy, Jacob, 8794 Dewy Cloud Circle, Casummit Lake, Ontario, N4N-8V0, CA, 999, 1985-03-24, Mechatronics Engineering, Mississauga Secondary School, Mississauga, Ontario, ",Clear ,1985-03-24
1000,Roy,Emily,F,Software Engineering,"252 Tawny Forest Abbey, South Easthope, Ontario, M9V-4E1, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Roy, Emily, 252 Tawny Forest Abbey, South Easthope, Ontario, M9V-4E1, CA, 1000, 2001-03-18, Software Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,2001-03-18
1001,Alisha,Alex,F,Software Engineering,"1570 Cozy Pioneer View, Elmira, Ontario, K8B-9F8, CA",1,"John Fraser Secondary School, Mississauga, Ontario","Alisha, Alex, 1570 Cozy Pioneer View, Elmira, Ontario, K8B-9F8, CA, 1001, 1998-11-19, Software Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear ,1998-11-19
1002,Orlando,Jade,M,Software Engineering,"404 Burning Island Expressway, Britannia, Ontario, P3U-9I2, CA",1,"John Fraser Secondary School, Mississauga, Ontario","Orlando, Jade, 404 Burning Island Expressway, Britannia, Ontario, P3U-9I2, CA, 1002, 2000-07-27, Software Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,2000-07-27
1003,Hunter,Everett,F,Software Engineering,"6831 Hidden Key, Millhaven, Ontario, L1M-1D8, CA",0,"White Oaks High School, Oakville, Ontario","Hunter, Everett, 6831 Hidden Key, Millhaven, Ontario, L1M-1D8, CA, 1003, 2001-06-24, Software Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,2001-06-24
1004,Terrance,Quinn,M,Electrical Engineering,"9040 Stony Rise, Burketon Station, Ontario, K2I-3U1, CA",0,"White Oaks High School, Oakville, Ontario","Terrance, Quinn, 9040 Stony Rise, Burketon Station, Ontario, K2I-3U1, CA, 1004, 1998-12-03, Electrical Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1998-12-03
1005,Noelle,Declan,F,Electrical Engineering,"9494 Rocky Mount, Don Mills, Ontario, N3Q-0E3, CA",1,"White Oaks High School, Oakville, Ontario","Noelle, Declan, 9494 Rocky Mount, Don Mills, Ontario, N3Q-0E3, CA, 1005, 1990-06-17, Electrical Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,1990-06-17
1006,Kai,Piper,F,Electrical Engineering,"8938 Broad Estates, Newcastle, Ontario, P1O-4B4, CA",1,"White Oaks High School, Oakville, Ontario","Kai, Piper, 8938 Broad Estates, Newcastle, Ontario, P1O-4B4, CA, 1006, 1992-12-13, Electrical Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1992-12-13
1007,Carla,Beau,M,Mechatronics Engineering,"460 Golden Mountain, Stayner, Ontario, P3K-7Q8, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Carla, Beau, 460 Golden Mountain, Stayner, Ontario, P3K-7Q8, CA, 1007, 1997-04-09, Mechatronics Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1997-04-09
1008,Khalil,Amara,F,Mechatronics Engineering,"9435 Lost Fawn Heath, Hurkett, Ontario, M6X-6L4, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Khalil, Amara, 9435 Lost Fawn Heath, Hurkett, Ontario, M6X-6L4, CA, 1008, 1996-03-10, Mechatronics Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,1996-03-10
1009,Francesca,Rowan,M,Software Engineering,"5424 Old Willow Promenade, Pickle Crow, Ontario, P4O-3B5, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Francesca, Rowan, 5424 Old Willow Promenade, Pickle Crow, Ontario, P4O-3B5, CA, 1009, 1998-01-12, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1998-01-12
1010,Graham,Melody,F,Software Engineering,"6577 Foggy Inlet, Ignace, Ontario, K0X-8C5, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Graham, Melody, 6577 Foggy Inlet, Ignace, Ontario, K0X-8C5, CA, 1010, 1999-08-12, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,1999-08-12
1011,Tia,Micah,F,Software Engineering,"9020 Dusty Apple Front, Auden, Ontario, P7E-8V6, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Tia, Micah, 9020 Dusty Apple Front, Auden, Ontario, P7E-8V6, CA, 1011, 1985-06-27, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1985-06-27
1012,Noel,Emery,M,Software Engineering,"1957 Fallen Pathway, Pakenham, Ontario, K6R-0S2, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Noel, Emery, 1957 Fallen Pathway, Pakenham, Ontario, K6R-0S2, CA, 1012, 1993-07-18, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1993-07-18
1013,Layla,Weston,F,Electrical Engineering,"4506 Sleepy Pony Freeway, Penetanguishene, Ontario, M0S-4G0, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Layla, Weston, 4506 Sleepy Pony Freeway, Penetanguishene, Ontario, M0S-4G0, CA, 1013, 1994-09-22, Electrical Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1994-09-22
1014,Nathanael,Brielle,M,Electrical Engineering,"6649 Emerald Horse Cove, Wako, Ontario, M1Q-0H0, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Nathanael, Brielle, 6649 Emerald Horse Cove, Wako, Ontario, M1Q-0H0, CA, 1014, 2001-06-07, Electrical Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,2001-06-07
1015,Krista,Jordan,F,Electrical Engineering,"7353 Thunder Berry Dell, L\'orignal, Ontario, L8J-5G4, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Krista, Jordan, 7353 Thunder Berry Dell, L\'orignal, Ontario, L8J-5G4, CA, 1015, 1998-01-27, Electrical Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1998-01-27
1016,Willie,Charlie,F,Mechatronics Engineering,"101 Gentle Gate, Markham, Ontario, N8B-7H6, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Willie, Charlie, 101 Gentle Gate, Markham, Ontario, N8B-7H6, CA, 1016, 1998-12-05, Mechatronics Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1998-12-05
1017,Zoey,Carson,M,Mechatronics Engineering,"1021 Little Farms, Winchester, Ontario, P9B-4Z7, CA",0,"Westside Secondary School, Orangeville, Ontario","Zoey, Carson, 1021 Little Farms, Winchester, Ontario, P9B-4Z7, CA, 1017, 2003-11-01, Mechatronics Engineering, Westside Secondary School, Orangeville, Ontario, ",Clear ,2003-11-01
1018,Terrell,Iris,F,Software Engineering,"1534 Amber Bank, Combermere, Ontario, L3W-1M5, CA",0,"Sinclair Secondary School, Whitby, Ontario","Terrell, Iris, 1534 Amber Bank, Combermere, Ontario, L3W-1M5, CA, 1018, 1993-12-03, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1993-12-03
1019,Carley,Amir,M,Software Engineering,"1356 Blue Gate Walk, Hearst, Ontario, K1O-4H5, CA",1,"Sinclair Secondary School, Whitby, Ontario","Carley, Amir, 1356 Blue Gate Walk, Hearst, Ontario, K1O-4H5, CA, 1019, 2001-02-07, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2001-02-07
1020,Tyrone,Anna,F,Software Engineering,"5269 Hazy Bend, Stirling, Ontario, P9F-0I7, CA",0,"Sinclair Secondary School, Whitby, Ontario","Tyrone, Anna, 5269 Hazy Bend, Stirling, Ontario, P9F-0I7, CA, 1020, 1986-05-25, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1986-05-25
1021,Janet,Dominic,F,Software Engineering,"8083 Sunny Hickory Grove, Jackson Manion, Ontario, N1Z-7D2, CA",0,"Sinclair Secondary School, Whitby, Ontario","Janet, Dominic, 8083 Sunny Hickory Grove, Jackson Manion, Ontario, N1Z-7D2, CA, 1021, 2000-05-16, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2000-05-16
1022,Camron,Ruby,M,Electrical Engineering,"7999 Pleasant Goose Avenue, Chippawa, Ontario, K4K-5R9, CA",1,"Sinclair Secondary School, Whitby, Ontario","Camron, Ruby, 7999 Pleasant Goose Avenue, Chippawa, Ontario, K4K-5R9, CA, 1022, 1996-03-27, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1996-03-27
1023,Carissa,Austin,F,Electrical Engineering,"9342 Green Wynd, Park Head, Ontario, K0P-7W0, CA",0,"Sinclair Secondary School, Whitby, Ontario","Carissa, Austin, 9342 Green Wynd, Park Head, Ontario, K0P-7W0, CA, 1023, 1994-11-22, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1994-11-22
1024,Mauricio,Gabriella,M,Electrical Engineering,"5613 Shady Port, Hespeler, Ontario, P0W-9M4, CA",0,"Sinclair Secondary School, Whitby, Ontario","Mauricio, Gabriella, 5613 Shady Port, Hespeler, Ontario, P0W-9M4, CA, 1024, 1995-02-20, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1995-02-20
1025,Iris,Ryder,X,Mechatronics Engineering,"4284 Heather Rise Circuit, Wyoming, Ontario, K2Q-8J7, CA",0,"Sinclair Secondary School, Whitby, Ontario","Iris, Ryder, 4284 Heather Rise Circuit, Wyoming, Ontario, K2Q-8J7, CA, 1025, 1996-11-17, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1996-11-17
1026,Amir,Sadie,F,Mechatronics Engineering,"6316 Middle Farm, Trout Mills, Ontario, M5N-1M9, CA",1,"Sinclair Secondary School, Whitby, Ontario","Amir, Sadie, 6316 Middle Farm, Trout Mills, Ontario, M5N-1M9, CA, 1026, 1992-04-23, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1992-04-23
1027,Kaleigh,Silas,M,Software Engineering,"6305 Jagged Way, Douro, Ontario, P2W-3A5, CA",1,"Sinclair Secondary School, Whitby, Ontario","Kaleigh, Silas, 6305 Jagged Way, Douro, Ontario, P2W-3A5, CA, 1027, 1999-10-27, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1999-10-27
1028,Darian,Valentina,F,Software Engineering,"2739 Rustic Lagoon Green, Carleton Place, Ontario, M9Z-3T1, CA",1,"Sinclair Secondary School, Whitby, Ontario","Darian, Valentina, 2739 Rustic Lagoon Green, Carleton Place, Ontario, M9Z-3T1, CA, 1028, 2002-12-10, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2002-12-10
1029,Tyler,Jaxson,M,Software Engineering,"8052 Red Parade, Emo, Ontario, K4N-9C2, CA",1,"Sinclair Secondary School, Whitby, Ontario","Tyler, Jaxson, 8052 Red Parade, Emo, Ontario, K4N-9C2, CA, 1029, 2002-04-07, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2002-04-07
1030,Jarod,Claire,F,Software Engineering,"9275 Harvest Knoll, Wiarton, Ontario, L8B-2J6, CA",0,"Sinclair Secondary School, Whitby, Ontario","Jarod, Claire, 9275 Harvest Knoll, Wiarton, Ontario, L8B-2J6, CA, 1030, 2000-05-27, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2000-05-27
1031,Susan,Aaron,F,Electrical Engineering,"9196 Lazy Prairie Swale, Michipicoten, Ontario, N0I-5U7, CA",1,"Sinclair Secondary School, Whitby, Ontario","Susan, Aaron, 9196 Lazy Prairie Swale, Michipicoten, Ontario, N0I-5U7, CA, 1031, 1987-07-23, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1987-07-23
1032,Nelson,Madelyn,M,Electrical Engineering,"5835 Crystal Treasure Ledge, Coldwater, Ontario, M9Q-3S5, CA",0,"Sinclair Secondary School, Whitby, Ontario","Nelson, Madelyn, 5835 Crystal Treasure Ledge, Coldwater, Ontario, M9Q-3S5, CA, 1032, 1992-06-29, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Probation,1992-06-29
1033,Tamara,Charlie,F,Electrical Engineering,"747 Grand Centre, Redwater Station, Ontario, K5J-2V8, CA",1,"Sinclair Secondary School, Whitby, Ontario","Tamara, Charlie, 747 Grand Centre, Redwater Station, Ontario, K5J-2V8, CA, 1033, 1994-12-23, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1994-12-23
1034,Kade,Ariana,M,Mechatronics Engineering,"7230 Merry Deer Dale, Chesterville, Ontario, P8B-3X7, CA",1,"Sinclair Secondary School, Whitby, Ontario","Kade, Ariana, 7230 Merry Deer Dale, Chesterville, Ontario, P8B-3X7, CA, 1034, 1995-12-21, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1995-12-21
1035,Theresa,Kayden,F,Mechatronics Engineering,"1156 Clear Island, Galt, Ontario, K1O-9Y0, CA",1,"Port Credit Secondary School, Mississauga, Ontario","Theresa, Kayden, 1156 Clear Island, Galt, Ontario, K1O-9Y0, CA, 1035, 2000-09-15, Mechatronics Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear,2000-09-15
